HOTEL,LEAD_TIME,ARRIVAL_DATE_WEEK_NUMBER,STAYS_IN_WEEKEND_NIGHTS,STAYS_IN_WEEK_NIGHTS,ADULTS,CHILDREN,BABIES,MEAL,COUNTRY,MARKET_SEGMENT,DISTRIBUTION_CHANNEL,IS_REPEATED_GUEST,PREVIOUS_CANCELLATIONS,PREVIOUS_BOOKINGS_NOT_CANCELED,RESERVED_ROOM_TYPE,ASSIGNED_ROOM_TYPE,BOOKING_CHANGES,DEPOSIT_TYPE,AGENT,DAYS_IN_WAITING_LIST,CUSTOMER_TYPE,ADR,REQUIRED_CAR_PARKING_SPACES,TOTAL_OF_SPECIAL_REQUESTS,RESERVATION_STATUS,RESERVATION_STATUS_DATE,ARRIVAL_DATE,TOTAL_NIGHTS,REVENUE,MONTH,DAY_NAME,YEAR,BOOKING_DAY_TYPE,BOOKING_STATUS,CUSTOMER_SEGMENT,BOOKING_PLATFORM,DEVICE_TYPE,DISCOUNT_PERCENTAGE,TOTAL_STAY,TOTAL_REVENUE,Payment_Method,FINAL REVENUE
Resort Hotel,209,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,95.04,0,1,Canceled,26-04-2016,27-04-2016,7,665.28,April,Wednesday,2016,Weekday,cancelled,Business,Mobile App,Desktop,20,7,554.4,NET BANKING,443.52
Resort Hotel,97,18,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,0,Transient,100.44,0,0,No-Show,27-04-2016,27-04-2016,7,703.08,April,Wednesday,2016,Weekday,cancelled,Group,Website,iOS,0,7,585.9,CASH,585.9
Resort Hotel,200,18,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,95.04,0,2,Check-Out,02-05-2016,27-04-2016,5,475.2,April,Wednesday,2016,Weekday,completed,Individual,Partner Platform,Desktop,20,5,396,DEBIT CARD,316.8
City Hotel,66,18,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,118,0,0,Canceled,07-03-2016,28-04-2016,1,118,April,Thursday,2016,Weekday,cancelled,Business,Website,Desktop,0,1,118,DEBIT CARD,118
Resort Hotel,15,18,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,Transient,78,0,0,Canceled,13-04-2016,28-04-2016,2,156,April,Thursday,2016,Weekday,cancelled,Business,Mobile App,Android,5,2,130,CASH,123.5
City Hotel,27,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,65,0,0,Canceled,04-04-2016,28-04-2016,2,130,April,Thursday,2016,Weekday,cancelled,Business,Partner Platform,iOS,15,2,130,UPI,110.5
City Hotel,113,18,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,79.2,0,2,Canceled,16-04-2016,28-04-2016,3,237.6,April,Thursday,2016,Weekday,cancelled,Individual,Mobile App,Desktop,5,3,237.6,CASH,225.72
City Hotel,168,18,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257,0,Transient,80,0,0,Canceled,19-01-2016,28-04-2016,4,320,April,Thursday,2016,Weekday,cancelled,Business,Mobile App,iOS,5,4,320,DEBIT CARD,304
City Hotel,206,18,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,Transient,39.33,0,1,Check-Out,02-05-2016,28-04-2016,4,157.32,April,Thursday,2016,Weekday,completed,Business,Mobile App,Desktop,0,4,157.32,DEBIT CARD,157.32
Resort Hotel,43,18,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,81.3,0,0,Canceled,09-04-2016,28-04-2016,4,325.2,April,Thursday,2016,Weekday,cancelled,Business,Mobile App,Desktop,20,4,271,NET BANKING,216.8
City Hotel,41,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,65,0,0,Canceled,19-03-2016,29-04-2016,1,65,April,Friday,2016,Weekday,cancelled,Business,Partner Platform,iOS,0,1,65,DEBIT CARD,65
Resort Hotel,14,18,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,78,0,0,Canceled,27-04-2016,29-04-2016,1,78,April,Friday,2016,Weekday,cancelled,Individual,Partner Platform,Desktop,0,1,65,NET BANKING,65
City Hotel,1,18,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,Transient,56,0,0,No-Show,29-04-2016,29-04-2016,1,56,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Desktop,15,1,56,UPI,47.6
City Hotel,0,18,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,Transient,80,0,0,Canceled,29-04-2016,29-04-2016,2,160,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Desktop,15,2,160,DEBIT CARD,136
Resort Hotel,1,18,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,102,0,1,No-Show,29-04-2016,29-04-2016,2,204,April,Friday,2016,Weekday,cancelled,Business,Website,iOS,0,2,170,CASH,170
City Hotel,7,18,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,0,Transient,23,0,0,Canceled,22-04-2016,29-04-2016,2,46,April,Friday,2016,Weekday,cancelled,Individual,Partner Platform,Desktop,20,2,46,UPI,36.8
City Hotel,65,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,73,0,0,Canceled,02-04-2016,29-04-2016,2,146,April,Friday,2016,Weekday,cancelled,Business,Website,Desktop,0,2,146,DEBIT CARD,146
Resort Hotel,13,18,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,96,0,1,Canceled,16-04-2016,29-04-2016,2,192,April,Friday,2016,Weekday,cancelled,Business,Website,Desktop,20,2,160,NET BANKING,128
City Hotel,114,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,52.2,0,0,Canceled,04-04-2016,29-04-2016,2,104.4,April,Friday,2016,Weekday,cancelled,Business,Website,Android,5,2,104.4,NET BANKING,99.18
City Hotel,34,18,0,2,2,2,0,FB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,173,0,0,Canceled,15-04-2016,29-04-2016,2,346,April,Friday,2016,Weekday,cancelled,Individual,Mobile App,Desktop,20,2,346,DEBIT CARD,276.8
City Hotel,25,18,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,76.67,0,0,Canceled,08-04-2016,29-04-2016,3,230.01,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Android,15,3,230.01,DEBIT CARD,195.5085
City Hotel,26,18,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,88.33,0,0,Canceled,16-04-2016,29-04-2016,3,264.99,April,Friday,2016,Weekday,cancelled,Individual,Partner Platform,iOS,10,3,264.99,CASH,238.491
City Hotel,102,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,113,0,1,Canceled,19-01-2016,29-04-2016,3,339,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Android,20,3,339,CASH,271.2
City Hotel,50,18,1,2,1,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,Transient,62.4,0,0,Canceled,16-03-2016,29-04-2016,3,187.2,April,Friday,2016,Weekday,cancelled,Business,Partner Platform,Android,20,3,187.2,UPI,149.76
Resort Hotel,47,18,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,89.196,0,0,Canceled,17-04-2016,29-04-2016,3,267.588,April,Friday,2016,Weekday,cancelled,Individual,Partner Platform,Android,5,3,222.99,NET BANKING,211.8405
City Hotel,199,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,46.98,0,1,Canceled,26-03-2016,29-04-2016,2,93.96,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,10,2,93.96,DEBIT CARD,84.564
Resort Hotel,114,18,1,2,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,147.6,0,0,Canceled,13-01-2016,29-04-2016,3,442.8,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Desktop,0,3,369,NET BANKING,369
City Hotel,101,18,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,113,0,1,Canceled,04-04-2016,29-04-2016,3,339,April,Friday,2016,Weekday,cancelled,Group,Partner Platform,Android,10,3,339,UPI,305.1
Resort Hotel,31,18,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,130.404,0,0,Canceled,06-04-2016,29-04-2016,3,391.212,April,Friday,2016,Weekday,cancelled,Individual,Website,Android,15,3,326.01,UPI,277.1085
City Hotel,116,18,1,2,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,120.33,0,2,Canceled,29-03-2016,29-04-2016,3,360.99,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Android,5,3,360.99,UPI,342.9405
City Hotel,29,18,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,82.67,0,0,Canceled,17-04-2016,29-04-2016,3,248.01,April,Friday,2016,Weekday,cancelled,Business,Website,Desktop,5,3,248.01,DEBIT CARD,235.6095
Resort Hotel,108,18,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,0,Transient,100.8,0,0,Canceled,12-02-2016,29-04-2016,4,403.2,April,Friday,2016,Weekday,cancelled,Business,Website,Android,5,4,336,CASH,319.2
Resort Hotel,52,18,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,114,0,0,Canceled,13-03-2016,29-04-2016,4,456,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Android,15,4,380,DEBIT CARD,323
City Hotel,147,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,65.7,0,1,Canceled,28-04-2016,29-04-2016,4,262.8,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Android,10,4,262.8,NET BANKING,236.52
City Hotel,10,18,2,2,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,117,0,0,Canceled,28-04-2016,29-04-2016,4,468,April,Friday,2016,Weekday,cancelled,Individual,Mobile App,Desktop,5,4,468,NET BANKING,444.6
City Hotel,147,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,65.7,0,0,Canceled,28-04-2016,29-04-2016,4,262.8,April,Friday,2016,Weekday,cancelled,Business,Website,iOS,15,4,262.8,CASH,223.38
Resort Hotel,101,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,95,0,Transient-Party,56.4,0,0,Canceled,28-03-2016,29-04-2016,7,394.8,April,Friday,2016,Weekday,cancelled,Group,Partner Platform,iOS,0,7,329,CASH,329
City Hotel,87,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,71,0,Transient,58,0,0,Canceled,01-03-2016,29-04-2016,7,406,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,15,7,406,CASH,345.1
City Hotel,87,18,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,Transient,39,0,0,Canceled,13-04-2016,29-04-2016,7,273,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,20,7,273,CASH,218.4
City Hotel,101,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,95,0,Transient-Party,47,0,0,Canceled,28-03-2016,29-04-2016,7,329,April,Friday,2016,Weekday,cancelled,Group,Website,iOS,10,7,329,DEBIT CARD,296.1
Resort Hotel,37,18,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,Transient,46.8,0,0,Canceled,13-04-2016,29-04-2016,7,327.6,April,Friday,2016,Weekday,cancelled,Group,Mobile App,Android,0,7,273,NET BANKING,273
City Hotel,87,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,Transient,46,0,0,Canceled,13-04-2016,29-04-2016,7,322,April,Friday,2016,Weekday,cancelled,Business,Partner Platform,Android,0,7,322,UPI,322
Resort Hotel,87,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,Transient,55.2,0,0,Canceled,01-03-2016,29-04-2016,7,386.4,April,Friday,2016,Weekday,cancelled,Business,Partner Platform,Android,20,7,322,UPI,257.6
City Hotel,87,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,71,0,Transient,70,0,0,Canceled,01-03-2016,29-04-2016,7,490,April,Friday,2016,Weekday,cancelled,Business,Partner Platform,Desktop,20,7,490,NET BANKING,392
Resort Hotel,101,18,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,95,0,Transient-Party,72,0,0,Canceled,28-03-2016,29-04-2016,7,504,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,15,7,420,CASH,357
City Hotel,37,18,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,0,Transient,46,0,0,Canceled,13-04-2016,29-04-2016,7,322,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,0,7,322,CASH,322
City Hotel,76,18,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,Transient,88,0,1,Canceled,09-04-2016,29-04-2016,8,704,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,0,8,704,CASH,704
City Hotel,78,18,2,7,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,95,0,Transient-Party,40,0,0,Canceled,15-04-2016,29-04-2016,9,360,April,Friday,2016,Weekday,cancelled,Business,Mobile App,iOS,15,9,360,DEBIT CARD,306
Resort Hotel,157,18,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,62.64,0,2,Canceled,05-01-2016,29-04-2016,14,876.96,April,Friday,2016,Weekday,cancelled,Business,Website,Android,20,14,730.8,NET BANKING,584.64
City Hotel,157,18,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,79.2,0,2,Canceled,05-01-2016,29-04-2016,14,1108.8,April,Friday,2016,Weekday,cancelled,Group,Mobile App,iOS,5,14,1108.8,UPI,1053.36
Resort Hotel,157,18,4,10,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,52.92,0,2,Canceled,05-01-2016,29-04-2016,14,740.88,April,Friday,2016,Weekday,cancelled,Business,Mobile App,Desktop,15,14,617.4,NET BANKING,524.79
City Hotel,0,18,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,Transient,80,0,0,Canceled,30-04-2016,30-04-2016,1,80,April,Saturday,2016,Weekend,cancelled,Business,Mobile App,iOS,10,1,80,CASH,72
City Hotel,14,18,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,80,0,0,Canceled,17-04-2016,30-04-2016,1,80,April,Saturday,2016,Weekend,cancelled,Individual,Mobile App,Desktop,5,1,80,UPI,76
Resort Hotel,3,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,Transient,102,0,1,Canceled,30-04-2016,30-04-2016,1,102,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,Desktop,15,1,85,CASH,72.25
Resort Hotel,19,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,Transient,90,0,1,Canceled,27-04-2016,30-04-2016,1,90,April,Saturday,2016,Weekend,cancelled,Business,Mobile App,Android,20,1,75,DEBIT CARD,60
City Hotel,32,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,0,Transient,82.5,0,1,Canceled,26-04-2016,30-04-2016,1,82.5,April,Saturday,2016,Weekend,cancelled,Individual,Mobile App,Android,0,1,82.5,UPI,82.5
City Hotel,197,18,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298,0,Transient-Party,85,0,0,Check-Out,02-05-2016,30-04-2016,2,170,April,Saturday,2016,Weekend,completed,Individual,Website,iOS,20,2,170,NET BANKING,136
City Hotel,39,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,86,0,0,Canceled,30-03-2016,30-04-2016,2,172,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,iOS,0,2,172,CASH,172
City Hotel,19,18,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,127,0,0,Canceled,18-04-2016,30-04-2016,2,254,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,Desktop,10,2,254,DEBIT CARD,228.6
Resort Hotel,31,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,103.2,0,0,Canceled,30-03-2016,30-04-2016,2,206.4,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,Desktop,20,2,172,UPI,137.6
Resort Hotel,197,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,102,0,0,Check-Out,02-05-2016,30-04-2016,2,204,April,Saturday,2016,Weekend,completed,Business,Mobile App,Desktop,15,2,170,CASH,144.5
City Hotel,52,18,1,1,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,77.5,0,0,Canceled,10-03-2016,30-04-2016,2,155,April,Saturday,2016,Weekend,cancelled,Business,Website,iOS,0,2,155,UPI,155
Resort Hotel,197,18,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,102,0,0,Check-Out,02-05-2016,30-04-2016,2,204,April,Saturday,2016,Weekend,completed,Business,Website,Desktop,5,2,170,NET BANKING,161.5
Resort Hotel,18,18,1,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,213.6,0,1,Canceled,14-04-2016,30-04-2016,2,427.2,April,Saturday,2016,Weekend,cancelled,Individual,Mobile App,Desktop,0,2,356,CASH,356
City Hotel,8,18,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,Transient,91,0,1,Canceled,22-04-2016,30-04-2016,2,182,April,Saturday,2016,Weekend,cancelled,Business,Mobile App,Desktop,10,2,182,UPI,163.8
Resort Hotel,45,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,103.2,0,0,Canceled,30-03-2016,30-04-2016,2,206.4,April,Saturday,2016,Weekend,cancelled,Individual,Mobile App,iOS,20,2,172,DEBIT CARD,137.6
City Hotel,197,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,85,0,0,Canceled,15-04-2016,30-04-2016,2,170,April,Saturday,2016,Weekend,cancelled,Individual,Website,iOS,0,2,170,UPI,170
City Hotel,197,18,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,85,0,0,Canceled,21-04-2016,30-04-2016,2,170,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,iOS,10,2,170,UPI,153
Resort Hotel,178,18,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,57.672,0,1,Canceled,29-03-2016,30-04-2016,2,115.344,April,Saturday,2016,Weekend,cancelled,Individual,Mobile App,Android,15,2,96.12,NET BANKING,81.702
City Hotel,22,18,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,100,0,0,Canceled,09-04-2016,30-04-2016,4,400,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,Android,15,4,400,CASH,340
Resort Hotel,187,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,62.64,0,0,Canceled,29-10-2015,30-04-2016,4,250.56,April,Saturday,2016,Weekend,cancelled,Business,Mobile App,iOS,20,4,208.8,UPI,167.04
Resort Hotel,187,18,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,52.92,0,0,Canceled,29-10-2015,30-04-2016,4,211.68,April,Saturday,2016,Weekend,cancelled,Group,Mobile App,Desktop,0,4,176.4,CASH,176.4
City Hotel,187,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,52.2,0,0,Canceled,29-10-2015,30-04-2016,4,208.8,April,Saturday,2016,Weekend,cancelled,Business,Website,Desktop,0,4,208.8,CASH,208.8
City Hotel,32,18,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,93.57,0,0,Canceled,18-04-2016,30-04-2016,7,654.99,April,Saturday,2016,Weekend,cancelled,Individual,Partner Platform,Android,20,7,654.99,CASH,523.992
Resort Hotel,171,18,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,0,Contract,77.796,0,0,Check-Out,07-05-2016,30-04-2016,7,544.572,April,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,10,7,453.81,NET BANKING,408.429
Resort Hotel,55,18,2,5,3,1,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,163.2,0,1,Canceled,15-04-2016,30-04-2016,7,1142.4,April,Saturday,2016,Weekend,cancelled,Business,Mobile App,iOS,0,7,952,DEBIT CARD,952
City Hotel,246,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,46.98,0,0,Canceled,03-02-2016,30-04-2016,7,328.86,April,Saturday,2016,Weekend,cancelled,Business,Partner Platform,Android,5,7,328.86,DEBIT CARD,312.417
City Hotel,173,18,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,46.98,0,2,Check-Out,07-05-2016,30-04-2016,7,328.86,April,Saturday,2016,Weekend,completed,Individual,Mobile App,iOS,15,7,328.86,NET BANKING,279.531
Resort Hotel,206,18,2,6,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,69,0,Transient,44.88,0,0,Check-Out,08-05-2016,30-04-2016,8,359.04,April,Saturday,2016,Weekend,completed,Business,Mobile App,iOS,20,8,299.2,NET BANKING,239.36
City Hotel,255,18,4,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient,42.3,0,0,Check-Out,12-05-2016,30-04-2016,12,507.6,April,Saturday,2016,Weekend,completed,Business,Mobile App,Desktop,0,12,507.6,DEBIT CARD,507.6
Resort Hotel,171,18,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,78.84,0,2,Canceled,28-11-2015,30-04-2016,14,1103.76,April,Saturday,2016,Weekend,cancelled,Individual,Website,Android,10,14,919.8,CASH,827.82
City Hotel,171,18,2,5,2,0,1,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,63.4,0,1,Check-Out,07-05-2016,30-04-2016,7,443.8,April,Saturday,2016,Weekend,completed,Business,Partner Platform,iOS,0,7,443.8,UPI,443.8
Resort Hotel,36,19,2,0,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,150,0,0,Canceled,27-03-2016,01-05-2016,2,300,May,Sunday,2016,Weekend,cancelled,Business,Mobile App,Android,10,2,250,DEBIT CARD,225
City Hotel,14,19,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5,0,Transient,72,0,0,Canceled,18-04-2016,01-05-2016,3,216,May,Sunday,2016,Weekend,cancelled,Individual,Partner Platform,Desktop,20,3,216,UPI,172.8
City Hotel,76,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,73,0,1,Canceled,11-03-2016,01-05-2016,4,292,May,Sunday,2016,Weekend,cancelled,Business,Mobile App,iOS,15,4,292,CASH,248.2
City Hotel,32,19,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,95,0,0,Canceled,18-04-2016,01-05-2016,5,475,May,Sunday,2016,Weekend,cancelled,Individual,Mobile App,iOS,0,5,475,DEBIT CARD,475
City Hotel,232,19,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,0,Transient,70.4,0,0,Canceled,23-02-2016,01-05-2016,6,422.4,May,Sunday,2016,Weekend,cancelled,Business,Website,iOS,10,6,422.4,UPI,380.16
Resort Hotel,229,19,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,0,Transient,84.48,0,1,Check-Out,07-05-2016,01-05-2016,6,506.88,May,Sunday,2016,Weekend,completed,Group,Website,Desktop,15,6,422.4,NET BANKING,359.04
City Hotel,186,19,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,46.98,0,0,Canceled,29-03-2016,01-05-2016,7,328.86,May,Sunday,2016,Weekend,cancelled,Group,Website,Android,5,7,328.86,UPI,312.417
City Hotel,0,19,1,0,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,135,0,1,Canceled,01-05-2016,01-05-2016,1,135,May,Sunday,2016,Weekend,cancelled,Business,Mobile App,Desktop,20,1,135,CASH,108
Resort Hotel,3,19,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,0,Transient,84,0,0,No-Show,01-05-2016,01-05-2016,1,84,May,Sunday,2016,Weekend,cancelled,Business,Mobile App,iOS,0,1,70,NET BANKING,70
City Hotel,199,19,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient,85,0,0,Check-Out,04-05-2016,02-05-2016,2,170,May,Monday,2016,Weekday,completed,Group,Mobile App,Android,10,2,170,NET BANKING,153
Resort Hotel,199,19,1,1,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,0,Transient-Party,102,0,0,Check-Out,04-05-2016,02-05-2016,2,204,May,Monday,2016,Weekday,completed,Business,Mobile App,iOS,5,2,170,CASH,161.5
